order_id,order_date,sku,color,size,unit_price,quantity,revenue,age,discount,customer_rating,stock,category,category_id,category_avg_price,category_total_revenue,category_popularity,holiday_type
112,2022-09-26 08:45:00,799,Dark Blue,XL,288,3,864,55,10,2,149,Jeans,2,274,559255,83,No Holiday
181,2022-08-01 08:33:00,799,Dark Blue,XL,266,8,2128,36,10,3,334,Sweaters,4,277,553327,79,No Holiday
31,2022-08-08 08:07:00,708,Dark Blue,3XL,298,8,2384,37,0,4,282,Jackets,1,273,633186,90,No Holiday
260,2022-08-28 22:12:00,799,Dark Blue,M,288,5,1440,36,0,4,349,T-Shirts,5,277,707980,99,No Holiday
74,2022-06-09 06:41:00,799,Dark Blue,M,264,2,528,61,15,5,60,Jeans,2,274,559255,83,EID
196,2022-08-14 11:24:00,799,Dark Blue,M,266,5,1330,31,0,4,477,T-Shirts,5,277,707980,99,No Holiday
245,2022-08-26 14:36:00,799,Dark Blue,L,269,2,538,28,0,3,355,Jackets,1,273,633186,90,No Holiday
69,2022-09-16 20:39:00,799,Dark Blue,M,288,3,864,25,0,1,228,Sweaters,4,277,553327,79,Winter Sale
171,2022-09-09 06:27:00,799,Dark Blue,M,265,7,1855,31,15,4,108,T-Shirts,5,277,707980,99,No Holiday
96,2022-09-21 15:24:00,799,Dark Blue,XL,288,6,1728,20,20,1,164,Dresses,0,273,563441,84,No Holiday
31,2022-06-19 09:44:00,799,Dark Blue,XL,264,1,264,55,15,1,214,Dresses,0,273,563441,84,New Year
256,2022-08-28 12:12:00,708,Dark Blue,3XL,298,7,2086,27,5,4,329,Dresses,0,273,563441,84,No Holiday
54,2022-09-11 08:33:00,799,Dark Blue,M,265,10,2650,55,5,5,498,Dresses,0,273,563441,84,Christmas
107,2022-07-19 14:18:00,799,Dark Blue,XL,288,3,864,62,15,1,288,Dresses,0,273,563441,84,No Holiday
227,2022-08-19 09:43:00,799,Dark Blue,L,288,5,1440,38,20,3,419,T-Shirts,5,277,707980,99,No Holiday
64,2022-06-06 11:57:00,708,Dark Blue,2XL,278,6,1668,50,10,3,292,Dresses,0,273,563441,84,No Holiday
189,2022-08-12 13:38:00,799,Dark Blue,M,266,9,2394,28,20,4,152,Dresses,0,273,563441,84,No Holiday
21,2022-08-07 22:31:00,1719,Thin Blue,One Size,249,3,747,60,15,3,420,T-Shirts,5,277,707980,99,New Year
48,2022-06-26 21:58:00,127,Mid Wash,One Size,238,3,714,59,5,5,414,T-Shirts,5,277,707980,99,No Holiday
160,2022-07-31 23:11:00,799,Dark Blue,L,266,10,2660,34,15,5,476,Jackets,1,273,633186,90,No Holiday
42,2022-06-24 14:13:00,708,Dark Blue,3XL,278,5,1390,43,0,2,181,Jackets,1,273,633186,90,No Holiday
61,2022-09-14 07:03:00,708,Dark Blue,XL,287,4,1148,48,10,4,358,T-Shirts,5,277,707980,99,No Holiday
135,2022-09-04 17:14:00,9699,Dark Blue,One Size,288,5,1440,62,20,4,108,Sweaters,4,277,553327,79,No Holiday
157,2022-09-09 01:54:00,799,Dark Blue,L,265,5,1325,55,0,3,381,Dresses,0,273,563441,84,No Holiday
38,2022-09-01 11:41:00,799,Dark Blue,L,288,8,2304,50,10,5,214,T-Shirts,5,277,707980,99,Summer Sale
257,2022-08-28 15:43:00,799,Dark Blue,XL,288,4,1152,31,10,1,118,Sweaters,4,277,553327,79,Christmas
71,2022-09-16 09:31:00,799,Dark Blue,L,288,7,2016,55,15,5,76,Dresses,0,273,563441,84,No Holiday
3,2022-08-30 09:42:00,799,Dark Blue,XL,278,3,834,47,10,1,172,Jeans,2,274,559255,83,EID
171,2022-09-09 06:27:00,799,Dark Blue,M,265,7,1855,31,15,4,108,T-Shirts,5,277,707980,99,Christmas
226,2022-08-19 22:56:00,799,Dark Blue,XL,288,6,1728,56,5,2,94,Sweaters,4,277,553327,79,No Holiday
137,2022-07-27 16:13:00,799,Dark Blue,XL,266,9,2394,38,0,2,305,Jeans,2,274,559255,83,No Holiday
45,2022-06-25 12:33:00,708,Dark Blue,3XL,298,9,2682,30,5,3,103,Sweaters,4,277,553327,79,No Holiday
212,2022-08-16 23:53:00,79,Light Blue,L,315,10,3150,60,0,2,470,Jackets,1,273,633186,90,No Holiday
237,2022-08-23 22:41:00,799,Dark Blue,XL,288,2,576,24,10,2,482,Jeans,2,274,559255,83,EID
145,2022-09-07 15:05:00,799,Dark Blue,L,288,6,1728,45,5,3,363,Dresses,0,273,563441,84,No Holiday
131,2022-09-30 08:17:00,799,Dark Blue,M,278,10,2780,27,5,4,432,Jackets,1,273,633186,90,No Holiday
43,2022-06-24 16:43:00,708,Dark Blue,3XL,278,4,1112,23,20,5,495,Sweaters,4,277,553327,79,No Holiday
32,2022-06-02 12:57:00,799,Dark Blue,XL,288,1,288,26,0,2,262,Jeans,2,274,559255,83,No Holiday
28,2022-08-08 02:45:00,799,Dark Blue,L,266,10,2660,31,10,2,362,Jackets,1,273,633186,90,No Holiday
130,2022-09-30 23:25:00,799,Dark Blue,L,278,9,2502,41,0,1,254,Jackets,1,273,633186,90,No Holiday
61,2022-06-06 01:37:00,708,Dark Blue,3XL,278,4,1112,62,20,2,226,Sweaters,4,277,553327,79,No Holiday
134,2022-09-04 14:51:00,218,Black,XL,318,9,2862,55,20,2,192,Jeans,2,274,559255,83,No Holiday
25,2022-08-08 15:11:00,239,Skintone,3XL,278,3,834,27,20,4,438,T-Shirts,5,277,707980,99,No Holiday
133,2022-09-04 11:01:00,799,Dark Blue,M,288,1,288,55,10,1,76,Jeans,2,274,559255,83,No Holiday
11,2022-08-04 12:30:00,77,B,3XL,239,5,1195,61,5,4,259,T-Shirts,5,277,707980,99,No Holiday
79,2022-09-18 13:46:00,708,Dark Blue,XL,298,1,298,25,15,5,314,Jeans,2,274,559255,83,No Holiday
124,2022-09-03 19:01:00,218,Black,M,318,8,2544,56,5,4,225,Sweaters,4,277,553327,79,No Holiday
233,2022-08-22 07:06:00,1499,Dark Blue,XL,287,5,1435,64,5,3,85,T-Shirts,5,277,707980,99,No Holiday
175,2022-07-07 09:56:00,799,Dark Blue,L,269,2,538,51,10,3,348,Dresses,0,273,563441,84,No Holiday
105,2022-07-18 23:06:00,799,Dark Blue,XL,288,8,2304,40,0,3,267,Jeans,2,274,559255,83,Christmas
120,2022-07-23 13:54:00,799,Dark Blue,XL,266,10,2660,37,5,5,201,Dresses,0,273,563441,84,No Holiday
62,2022-06-06 10:04:00,708,Dark Blue,XL,278,2,556,22,20,5,333,Jeans,2,274,559255,83,No Holiday
166,2022-07-07 11:29:00,799,Dark Blue,XL,269,8,2152,47,15,5,407,Dresses,0,273,563441,84,No Holiday
53,2022-09-11 08:29:00,799,Dark Blue,M,265,2,530,24,10,5,137,T-Shirts,5,277,707980,99,No Holiday
70,2022-06-06 09:12:00,708,Dark Blue,XL,278,8,2224,44,10,4,51,Jeans,2,274,559255,83,No Holiday
152,2022-07-30 16:03:00,799,Dark Blue,XL,266,1,266,60,10,4,381,T-Shirts,5,277,707980,99,No Holiday
204,2022-08-15 19:15:00,239,Mustard,3XL,245,8,1960,41,0,2,468,Dresses,0,273,563441,84,No Holiday
42,2022-09-10 11:47:00,708,Dark Blue,2XL,278,8,2224,40,10,1,456,Dresses,0,273,563441,84,Summer Sale
94,2022-09-20 09:22:00,708,Dark Blue,2XL,298,3,894,42,10,5,54,Jackets,1,273,633186,90,Black Friday
110,2022-07-02 00:33:00,799,Dark Blue,M,288,1,288,43,0,2,329,Jeans,2,274,559255,83,No Holiday
134,2022-09-04 14:51:00,79,Light Blue,2XL,315,7,2205,63,10,3,54,T-Shirts,5,277,707980,99,No Holiday
134,2022-09-04 14:51:00,218,Black,M,318,7,2226,63,20,1,405,Sweaters,4,277,553327,79,No Holiday
258,2022-08-28 19:30:00,9699,Black,One Size,288,7,2016,35,5,5,296,Jeans,2,274,559255,83,No Holiday
53,2022-09-11 08:29:00,799,Dark Blue,M,265,1,265,24,10,5,137,T-Shirts,5,277,707980,99,No Holiday
220,2022-08-17 06:29:00,799,Dark Blue,XL,266,5,1330,25,0,1,400,Jackets,1,273,633186,90,No Holiday
252,2022-08-27 16:29:00,799,Dark Blue,M,288,1,288,40,20,4,121,T-Shirts,5,277,707980,99,No Holiday
221,2022-08-17 07:25:00,89,Dark Blue,2XL,258,2,516,35,0,1,135,T-Shirts,5,277,707980,99,No Holiday
235,2022-08-23 17:38:00,799,Dark Blue,XL,288,2,576,50,5,1,397,Jeans,2,274,559255,83,No Holiday
126,2022-07-24 14:51:00,799,Dark Blue,M,266,1,266,61,15,2,372,Dresses,0,273,563441,84,No Holiday
109,2022-09-25 08:53:00,799,Dark Blue,XL,278,1,278,27,20,2,189,T-Shirts,5,277,707980,99,Winter Sale
98,2022-09-21 06:30:00,799,Dark Blue,M,288,5,1440,24,20,3,101,Jeans,2,274,559255,83,No Holiday
138,2022-09-04 22:57:00,239,Black,3XL,278,6,1668,18,20,2,417,T-Shirts,5,277,707980,99,No Holiday
166,2022-07-07 11:29:00,799,Dark Blue,XL,269,5,1345,47,15,5,407,Dresses,0,273,563441,84,No Holiday
31,2022-08-08 08:07:00,708,Dark Blue,3XL,298,9,2682,37,0,4,282,Jackets,1,273,633186,90,No Holiday
220,2022-08-17 06:29:00,799,Dark Blue,XL,266,2,532,25,0,1,400,Jackets,1,273,633186,90,No Holiday
36,2022-06-21 07:00:00,799,Dark Blue,L,264,10,2640,59,5,2,319,T-Shirts,5,277,707980,99,Black Friday
106,2022-09-24 15:57:00,239,Gray,3XL,259,8,2072,35,10,5,168,Sweaters,4,277,553327,79,No Holiday
272,2022-08-30 07:10:00,799,Dark Blue,L,278,9,2502,35,10,5,352,T-Shirts,5,277,707980,99,No Holiday
65,2022-09-15 19:41:00,799,Dark Blue,XL,269,7,1883,44,15,1,359,Dresses,0,273,563441,84,No Holiday
154,2022-07-30 20:54:00,799,Dark Blue,XL,266,9,2394,53,0,4,50,Jeans,2,274,559255,83,No Holiday
171,2022-09-09 06:27:00,799,Dark Blue,M,265,3,795,31,15,4,108,T-Shirts,5,277,707980,99,No Holiday
68,2022-06-06 22:15:00,708,Dark Blue,3XL,278,5,1390,37,20,3,304,Sweaters,4,277,553327,79,No Holiday
50,2022-09-11 01:34:00,708,Dark Blue,3XL,278,10,2780,48,10,5,360,T-Shirts,5,277,707980,99,No Holiday
48,2022-06-26 21:58:00,1719,Thin Blue,One Size,268,6,1608,57,5,1,326,Sweaters,4,277,553327,79,No Holiday
164,2022-09-09 16:30:00,708,Dark Blue,2XL,278,3,834,26,10,4,331,T-Shirts,5,277,707980,99,No Holiday
222,2022-08-18 14:04:00,799,Dark Blue,XL,288,7,2016,47,10,5,134,Sweaters,4,277,553327,79,No Holiday
194,2022-08-14 01:07:00,799,Dark Blue,L,266,7,1862,47,15,4,430,Sweaters,4,277,553327,79,No Holiday
111,2022-07-02 11:15:00,708,Dark Blue,2XL,298,7,2086,42,10,1,281,Jeans,2,274,559255,83,No Holiday
65,2022-06-06 15:57:00,708,Dark Blue,3XL,278,2,556,31,10,4,241,Sweaters,4,277,553327,79,No Holiday
137,2022-07-27 16:13:00,799,Dark Blue,XL,266,8,2128,38,0,2,305,Jeans,2,274,559255,83,No Holiday
244,2022-08-25 22:07:00,239,Gray,3XL,278,1,278,29,15,3,447,Sweaters,4,277,553327,79,No Holiday
69,2022-06-06 03:56:00,1719,Thin Black,One Size,268,1,268,58,20,3,478,Jeans,2,274,559255,83,No Holiday
99,2022-09-21 06:33:00,799,Dark Blue,M,288,6,1728,24,0,3,363,T-Shirts,5,277,707980,99,No Holiday
3,2022-06-10 19:59:00,799,Dark Blue,XL,264,8,2112,48,0,4,408,Jackets,1,273,633186,90,No Holiday
206,2022-08-15 05:17:00,799,Dark Blue,L,266,10,2660,34,20,4,320,Sweaters,4,277,553327,79,No Holiday
16,2022-06-14 22:31:00,708,Dark Blue,XL,278,8,2224,30,5,3,222,Sweaters,4,277,553327,79,No Holiday
18,2022-06-15 13:36:00,77,B,3XL,258,3,774,50,20,4,201,Jackets,1,273,633186,90,No Holiday
188,2022-08-12 13:16:00,799,Dark Blue,L,266,10,2660,40,5,1,155,T-Shirts,5,277,707980,99,No Holiday
105,2022-07-18 23:06:00,799,Dark Blue,XL,288,1,288,40,0,3,267,Jeans,2,274,559255,83,No Holiday
216,2022-08-17 15:22:00,61399,Mid Wash,XL,278,10,2780,33,10,1,176,Jeans,2,274,559255,83,Winter Sale
26,2022-08-08 15:14:00,799,Dark Blue,M,266,1,266,42,20,3,111,T-Shirts,5,277,707980,99,Christmas
129,2022-09-30 20:56:00,799,Dark Blue,M,278,3,834,20,0,2,301,T-Shirts,5,277,707980,99,New Year
2,2022-08-30 09:42:00,89,Dark Blue,3XL,245,5,1225,34,15,2,380,T-Shirts,5,277,707980,99,No Holiday
155,2022-07-30 06:30:00,799,Dark Blue,XL,266,3,798,29,15,1,145,T-Shirts,5,277,707980,99,Black Friday
255,2022-08-27 23:31:00,89,Light Blue,2XL,258,6,1548,34,15,2,426,Dresses,0,273,563441,84,No Holiday
38,2022-09-01 11:41:00,799,Dark Blue,L,288,8,2304,50,10,5,214,T-Shirts,5,277,707980,99,No Holiday
60,2022-06-06 00:12:00,708,Dark Blue,3XL,278,3,834,40,10,5,139,Sweaters,4,277,553327,79,No Holiday
82,2022-09-18 09:31:00,799,Dark Blue,L,288,4,1152,18,15,4,161,T-Shirts,5,277,707980,99,No Holiday
132,2022-07-26 19:59:00,799,Dark Blue,L,266,5,1330,26,15,2,426,Dresses,0,273,563441,84,Winter Sale
43,2022-09-10 12:34:00,708,Dark Blue,4XL,278,3,834,23,10,1,145,T-Shirts,5,277,707980,99,No Holiday
133,2022-09-04 11:01:00,799,Dark Blue,M,288,1,288,55,10,1,76,Jeans,2,274,559255,83,Winter Sale
37,2022-08-09 16:27:00,799,Dark Blue,XL,266,3,798,44,15,4,199,Jackets,1,273,633186,90,No Holiday
32,2022-08-08 08:36:00,708,Dark Blue,3XL,298,8,2384,28,10,1,445,Sweaters,4,277,553327,79,Winter Sale
66,2022-06-06 21:15:00,708,Dark Blue,2XL,278,9,2502,34,5,3,262,Jeans,2,274,559255,83,No Holiday
9,2022-08-31 06:21:00,708,Dark Blue,3XL,298,7,2086,63,10,3,411,Jackets,1,273,633186,90,Summer Sale
21,2022-06-15 05:50:00,799,Dark Blue,XL,264,3,792,52,10,3,436,T-Shirts,5,277,707980,99,No Holiday
91,2022-09-02 13:42:00,708,Dark Blue,2XL,298,10,2980,56,10,2,424,Jackets,1,273,633186,90,No Holiday
172,2022-07-07 20:34:00,799,Dark Blue,L,269,2,538,33,0,1,282,T-Shirts,5,277,707980,99,No Holiday
241,2022-08-24 08:05:00,799,Dark Blue,XL,288,3,864,53,10,2,496,Dresses,0,273,563441,84,No Holiday
106,2022-07-18 08:29:00,799,Dark Blue,M,288,2,576,25,0,1,470,Jackets,1,273,633186,90,No Holiday
244,2022-08-25 22:07:00,239,Gray,3XL,278,2,556,29,15,3,447,Sweaters,4,277,553327,79,No Holiday
270,2022-08-30 20:36:00,799,Dark Blue,M,278,4,1112,26,20,4,115,Jackets,1,273,633186,90,No Holiday
263,2022-08-29 19:41:00,708,Dark Blue,3XL,298,10,2980,58,20,2,484,Jackets,1,273,633186,90,No Holiday
157,2022-09-09 01:54:00,799,Dark Blue,L,265,4,1060,55,0,3,381,Dresses,0,273,563441,84,No Holiday
58,2022-09-12 08:59:00,708,Dark Blue,2XL,287,5,1435,22,0,2,272,Dresses,0,273,563441,84,No Holiday
157,2022-09-09 01:54:00,799,Dark Blue,L,265,10,2650,55,0,3,381,Dresses,0,273,563441,84,No Holiday
133,2022-07-26 22:01:00,708,Dark Blue,XL,298,6,1788,43,5,1,141,Sweaters,4,277,553327,79,No Holiday
266,2022-08-03 21:27:00,799,Dark Blue,L,266,4,1064,38,20,3,251,T-Shirts,5,277,707980,99,Black Friday
6,2022-08-31 15:28:00,799,Dark Blue,M,278,10,2780,19,10,1,393,T-Shirts,5,277,707980,99,No Holiday
62,2022-09-14 09:34:00,799,Dark Blue,L,275,8,2200,24,0,2,200,T-Shirts,5,277,707980,99,No Holiday
34,2022-08-09 11:20:00,799,Dark Blue,XL,266,8,2128,21,20,3,254,T-Shirts,5,277,707980,99,No Holiday
204,2022-08-15 19:15:00,239,Green,3XL,245,9,2205,53,10,3,388,Jackets,1,273,633186,90,No Holiday
108,2022-07-19 19:20:00,799,Dark Blue,M,288,2,576,58,5,3,314,T-Shirts,5,277,707980,99,No Holiday
13,2022-08-05 12:18:00,799,Dark Blue,L,266,3,798,20,15,2,331,Jackets,1,273,633186,90,No Holiday
84,2022-07-11 17:19:00,799,Dark Blue,M,288,1,288,25,5,3,478,Dresses,0,273,563441,84,EID
153,2022-07-30 18:56:00,799,Dark Blue,L,266,2,532,45,10,3,175,Dresses,0,273,563441,84,No Holiday
269,2022-08-03 06:14:00,799,Dark Blue,XL,266,7,1862,54,0,4,137,Jeans,2,274,559255,83,Black Friday
92,2022-07-14 21:12:00,799,Dark Blue,XL,288,5,1440,33,20,1,99,Sweaters,4,277,553327,79,No Holiday
107,2022-07-19 14:18:00,799,Dark Blue,XL,288,1,288,62,15,1,288,Dresses,0,273,563441,84,No Holiday
269,2022-08-03 06:14:00,708,Dark Blue,XL,298,1,298,33,0,3,204,T-Shirts,5,277,707980,99,No Holiday
65,2022-06-06 15:57:00,708,Dark Blue,3XL,278,10,2780,31,10,4,241,Sweaters,4,277,553327,79,No Holiday
128,2022-07-25 10:26:00,799,Dark Blue,M,266,2,532,63,20,5,281,Jackets,1,273,633186,90,No Holiday
204,2022-08-15 19:15:00,239,Green,3XL,245,10,2450,53,10,3,388,Jackets,1,273,633186,90,No Holiday
265,2022-08-03 20:42:00,3799,Grey Wash,M,268,9,2412,48,20,1,461,T-Shirts,5,277,707980,99,No Holiday
45,2022-06-25 12:33:00,708,Dark Blue,3XL,298,3,894,30,5,3,103,Sweaters,4,277,553327,79,No Holiday
103,2022-09-22 23:11:00,799,Dark Blue,XL,275,9,2475,25,0,4,79,Jackets,1,273,633186,90,No Holiday
254,2022-08-27 22:25:00,799,Dark Blue,L,288,4,1152,28,10,2,248,Dresses,0,273,563441,84,No Holiday
37,2022-06-22 17:45:00,799,Dark Blue,XL,264,4,1056,38,0,4,493,Jackets,1,273,633186,90,No Holiday
215,2022-08-17 12:32:00,799,Dark Blue,XL,266,7,1862,27,0,5,429,Jeans,2,274,559255,83,No Holiday
129,2022-07-25 22:23:00,127,Light Wash,One Size,238,4,952,60,15,2,289,T-Shirts,5,277,707980,99,No Holiday
160,2022-07-31 23:11:00,61399,Mid Wash,M,278,10,2780,48,5,1,137,Jackets,1,273,633186,90,No Holiday
63,2022-09-15 00:11:00,799,Dark Blue,L,269,6,1614,39,20,3,111,Sweaters,4,277,553327,79,No Holiday
245,2022-08-26 14:36:00,799,Dark Blue,L,269,6,1614,28,0,3,355,Jackets,1,273,633186,90,No Holiday
99,2022-07-16 06:36:00,799,Dark Blue,XL,288,6,1728,18,20,4,125,Dresses,0,273,563441,84,No Holiday
71,2022-09-16 09:31:00,799,Dark Blue,L,288,5,1440,55,15,5,76,Dresses,0,273,563441,84,Christmas
84,2022-07-11 17:19:00,799,Dark Blue,M,288,9,2592,25,5,3,478,Dresses,0,273,563441,84,No Holiday
157,2022-07-31 17:03:00,708,Dark Blue,3XL,298,7,2086,56,0,2,372,T-Shirts,5,277,707980,99,No Holiday
64,2022-06-06 11:57:00,708,Dark Blue,2XL,278,4,1112,50,10,3,292,Dresses,0,273,563441,84,No Holiday
23,2022-08-08 00:26:00,708,Dark Blue,2XL,298,5,1490,37,20,4,124,Dresses,0,273,563441,84,No Holiday
115,2022-07-21 17:56:00,77,C,3XL,239,1,239,31,10,1,412,T-Shirts,5,277,707980,99,No Holiday
264,2022-08-29 09:58:00,9699,Dark Blue,One Size,288,5,1440,61,5,3,166,Jeans,2,274,559255,83,No Holiday
150,2022-07-30 15:05:00,799,Dark Blue,L,266,2,532,18,20,2,475,Jeans,2,274,559255,83,No Holiday
233,2022-08-22 07:06:00,218,Black,XL,318,6,1908,33,5,3,290,Sweaters,4,277,553327,79,Black Friday
27,2022-08-08 19:18:00,799,Dark Blue,M,266,6,1596,63,0,3,496,Jeans,2,274,559255,83,EID
236,2022-08-23 19:54:00,89,Dark Blue,2XL,258,3,774,26,0,3,478,Jackets,1,273,633186,90,No Holiday
140,2022-09-05 21:36:00,799,Dark Blue,M,288,8,2304,28,5,4,106,Jackets,1,273,633186,90,No Holiday
248,2022-08-26 16:47:00,799,Dark Blue,M,269,2,538,58,10,1,118,Jackets,1,273,633186,90,No Holiday
115,2022-09-27 07:10:00,799,Dark Blue,M,288,10,2880,21,0,1,496,Sweaters,4,277,553327,79,No Holiday
3,2022-06-10 19:59:00,799,Dark Blue,XL,264,1,264,48,0,4,408,Jackets,1,273,633186,90,No Holiday
106,2022-09-24 15:57:00,239,Gray,3XL,259,2,518,35,10,5,168,Sweaters,4,277,553327,79,Summer Sale
229,2022-08-20 12:59:00,708,Dark Blue,2XL,298,9,2682,20,5,5,461,Dresses,0,273,563441,84,No Holiday
175,2022-09-09 09:47:00,799,Dark Blue,XL,265,9,2385,55,15,4,56,Jeans,2,274,559255,83,No Holiday
29,2022-06-18 08:36:00,897,Mid Wash,L,268,9,2412,23,5,5,147,Jackets,1,273,633186,90,No Holiday
155,2022-09-09 00:17:00,8499,Light Blue,L,238,6,1428,53,10,3,484,Jackets,1,273,633186,90,No Holiday
168,2022-07-07 13:33:00,799,Dark Blue,XL,269,1,269,37,10,5,318,Sweaters,4,277,553327,79,No Holiday
20,2022-08-07 10:53:00,799,Dark Blue,XL,266,4,1064,25,0,4,248,Dresses,0,273,563441,84,No Holiday
224,2022-08-18 19:50:00,799,Dark Blue,M,288,6,1728,55,20,1,436,Jeans,2,274,559255,83,No Holiday
46,2022-06-25 20:47:00,799,Dark Blue,M,288,1,288,63,0,5,323,T-Shirts,5,277,707980,99,No Holiday
72,2022-09-17 13:44:00,799,Dark Blue,L,288,3,864,33,0,3,481,Jackets,1,273,633186,90,No Holiday
68,2022-06-06 22:15:00,708,Dark Blue,3XL,278,8,2224,37,20,3,304,Sweaters,4,277,553327,79,No Holiday
141,2022-09-06 11:30:00,799,Dark Blue,L,288,4,1152,54,5,2,463,T-Shirts,5,277,707980,99,No Holiday
79,2022-07-10 18:29:00,799,Dark Blue,XL,288,6,1728,49,15,1,252,T-Shirts,5,277,707980,99,No Holiday
14,2022-06-14 00:07:00,799,Dark Blue,M,264,10,2640,64,20,2,432,Sweaters,4,277,553327,79,No Holiday
236,2022-08-23 19:54:00,89,Dark Blue,2XL,258,4,1032,26,0,3,478,Jackets,1,273,633186,90,No Holiday
204,2022-08-15 19:15:00,239,Mustard,3XL,245,7,1715,41,0,2,468,Dresses,0,273,563441,84,No Holiday
30,2022-06-19 13:41:00,708,Dark Blue,2XL,278,6,1668,20,5,1,331,T-Shirts,5,277,707980,99,No Holiday
165,2022-07-07 00:35:00,9699,Light Blue,One Size,288,3,864,44,15,2,378,Jeans,2,274,559255,83,No Holiday
76,2022-07-10 10:24:00,89,Dark Blue,2XL,258,2,516,46,20,1,340,Dresses,0,273,563441,84,No Holiday
176,2022-07-08 14:28:00,799,Dark Blue,XL,269,7,1883,35,15,5,426,Dresses,0,273,563441,84,No Holiday
91,2022-09-02 13:42:00,799,Dark Blue,XL,288,7,2016,63,10,5,430,Dresses,0,273,563441,84,No Holiday
53,2022-09-11 08:29:00,61399,Dark Wash,M,278,1,278,55,20,3,369,Jeans,2,274,559255,83,No Holiday
6,2022-08-31 15:28:00,799,Dark Blue,M,278,3,834,19,10,1,393,T-Shirts,5,277,707980,99,No Holiday
23,2022-08-08 00:26:00,708,Dark Blue,2XL,298,2,596,37,20,4,124,Dresses,0,273,563441,84,No Holiday
18,2022-06-15 13:36:00,77,B,3XL,258,4,1032,50,20,4,201,Jackets,1,273,633186,90,No Holiday
229,2022-08-20 12:59:00,708,Dark Blue,2XL,298,10,2980,20,5,5,461,Dresses,0,273,563441,84,No Holiday
35,2022-06-21 10:44:00,708,Dark Blue,XL,278,10,2780,49,15,5,60,Dresses,0,273,563441,84,Christmas
264,2022-08-29 09:58:00,9699,Light Blue,One Size,288,8,2304,55,15,1,142,Dresses,0,273,563441,84,No Holiday
272,2022-08-30 07:10:00,799,Dark Blue,L,278,9,2502,35,10,5,352,T-Shirts,5,277,707980,99,EID
173,2022-07-07 05:54:00,708,Dark Blue,2XL,296,7,2072,22,10,3,485,Sweaters,4,277,553327,79,No Holiday
54,2022-06-03 22:00:00,9699,Dark Blue,One Size,288,3,864,20,15,3,98,Jeans,2,274,559255,83,No Holiday
88,2022-09-02 11:26:00,708,Dark Blue,2XL,298,6,1788,40,10,2,170,T-Shirts,5,277,707980,99,No Holiday
94,2022-09-20 09:22:00,708,Dark Blue,2XL,298,2,596,42,10,5,54,Jackets,1,273,633186,90,No Holiday
146,2022-09-07 15:13:00,799,Dark Blue,L,288,9,2592,31,10,5,265,Jackets,1,273,633186,90,No Holiday
250,2022-08-26 21:37:00,8499,Light Blue,M,238,8,1904,36,5,1,55,Jackets,1,273,633186,90,No Holiday
106,2022-09-24 15:57:00,239,Gray,3XL,259,6,1554,35,10,5,168,Sweaters,4,277,553327,79,New Year
99,2022-09-21 06:33:00,799,Dark Blue,M,288,10,2880,24,0,3,363,T-Shirts,5,277,707980,99,No Holiday
111,2022-09-26 06:59:00,89,Dark Blue,XL,258,9,2322,45,10,3,481,T-Shirts,5,277,707980,99,No Holiday
60,2022-09-14 05:16:00,799,Dark Blue,XL,275,7,1925,49,15,1,473,T-Shirts,5,277,707980,99,No Holiday
111,2022-09-26 06:59:00,89,Dark Blue,XL,258,5,1290,45,10,3,481,T-Shirts,5,277,707980,99,EID
164,2022-07-06 17:14:00,9699,Black,One Size,288,10,2880,19,5,2,205,Jeans,2,274,559255,83,No Holiday
1,2022-06-01 16:05:00,708,Dark Blue,2XL,298,1,298,60,10,3,490,T-Shirts,5,277,707980,99,No Holiday
77,2022-09-17 05:26:00,799,Dark Blue,XL,288,4,1152,29,5,3,90,Dresses,0,273,563441,84,No Holiday
169,2022-09-09 05:55:00,799,Dark Blue,M,265,9,2385,62,20,2,262,Dresses,0,273,563441,84,No Holiday
248,2022-08-26 16:47:00,799,Dark Blue,M,269,4,1076,58,10,1,118,Jackets,1,273,633186,90,Summer Sale
214,2022-08-16 08:39:00,799,Dark Blue,M,266,1,266,47,15,1,315,Jackets,1,273,633186,90,No Holiday
18,2022-08-06 19:41:00,799,Dark Blue,XL,266,7,1862,61,15,5,137,T-Shirts,5,277,707980,99,No Holiday
134,2022-09-04 14:51:00,79,Light Blue,3XL,315,4,1260,39,5,3,237,Jackets,1,273,633186,90,No Holiday
173,2022-07-07 05:54:00,708,Dark Blue,2XL,296,3,888,22,10,3,485,Sweaters,4,277,553327,79,No Holiday
264,2022-08-29 09:58:00,9699,Dark Blue,One Size,288,7,2016,61,5,3,166,Jeans,2,274,559255,83,No Holiday
162,2022-09-09 15:43:00,799,Dark Blue,M,265,3,795,29,0,3,55,Sweaters,4,277,553327,79,No Holiday
117,2022-09-28 19:18:00,708,Dark Blue,4XL,286,7,2002,53,10,5,188,Jackets,1,273,633186,90,No Holiday
76,2022-09-17 21:17:00,89,Light Blue,3XL,258,5,1290,50,15,4,269,Jackets,1,273,633186,90,No Holiday
104,2022-09-23 12:15:00,799,Dark Blue,M,275,10,2750,60,20,3,191,Sweaters,4,277,553327,79,No Holiday
183,2022-08-10 21:08:00,3799,Grey Wash,XL,268,5,1340,41,0,5,401,Dresses,0,273,563441,84,Christmas
